title,description,link,duration,updated
Using the Speech-to-Text API with C#,"In this codelab, you will learn to use the Speech-to-Text API with C#",https://codelabs.developers.google.com/codelabs/cloud-speech-text-csharp?hl=en,26 minutes,"Updated June 27, 2023"
Using the Speech-to-Text API with Node.js,"In this codelab, you will transcribe an audio file to using the Speech-to-Text API with Node.js",https://codelabs.developers.google.com/codelabs/cloud-speech-text-node?hl=en,31 minutes,"Updated December 16, 2022"
Using the Speech-to-Text API with Python,"In this tutorial, you will learn to use the Speech-to-Text API with Python.",https://codelabs.developers.google.com/codelabs/cloud-speech-text-python3?hl=en,7 minutes,"Updated March 28, 2024"
Using the Text-to-Speech API with C#,"In this codelab, you will learn to use the Text-to-Speech API with C#",https://codelabs.developers.google.com/codelabs/cloud-text-speech-csharp?hl=en,21 minutes,"Updated June 27, 2023"
Using the Text-to-Speech API with Node.js,"In this codelab, you will transcribe an audio file to using the Text-to-Speech API with Node.js",https://codelabs.developers.google.com/codelabs/cloud-text-speech-node?hl=en,26 minutes,"Updated December 16, 2022"
Using the Text-to-Speech API with Python,"In this tutorial, you will learn to use the Text-to-Speech API with Python.",https://codelabs.developers.google.com/codelabs/cloud-text-speech-python3?hl=en,7 minutes,"Updated March 28, 2024"
Using the Translation API with C#,"In this codelab, you will learn to use the Translation API with C#",https://codelabs.developers.google.com/codelabs/cloud-translation-csharp?hl=en,22 minutes,"Updated June 27, 2023"
Using the Translation API with Python,"In this tutorial, you’ll learn to use the Translation API with Python.",https://codelabs.developers.google.com/codelabs/cloud-translation-python3?hl=en,8 minutes,"Updated September 13, 2024"
Using the Video Intelligence API with C#,"In this codelab, you will learn to use the Video Intelligence API with C#",https://codelabs.developers.google.com/codelabs/cloud-video-int-csharp?hl=en,24 minutes,"Updated June 27, 2023"
Using the Video Intelligence API with Python,"In this tutorial, you will learn to use the Video Intelligence API with Python.",https://codelabs.developers.google.com/codelabs/cloud-video-intelligence-python3?hl=en,17 minutes,"Updated April 4, 2023"
Using the Vision API with C#,"In this codelab, you will learn to use the Google Cloud Vision API with C#.",https://codelabs.developers.google.com/codelabs/cloud-vision-api-csharp?hl=en,17 minutes,"Updated June 27, 2023"
Using the Vision API with Python,"In this tutorial, you will learn to use the Vision API with Python.",https://codelabs.developers.google.com/codelabs/cloud-vision-api-python?hl=en,8 minutes,"Updated April 4, 2023"
Validate Places API requests with Firebase AppCheck and reCAPTCHA,In this codelab you’ll learn how to validate a Web application with Firebase AppCheck and reCAPTCHA before making requests to Places API,https://codelabs.developers.google.com/devsite/codelabs/maps-platform/places-firebase-appcheck?hl=en,41 minutes,"Updated December 10, 2024"
Vertex AI access online prediction endpoints privately using PSC,In this tutorial you’ll learn how configure and validate access to online predictions using private service connect,https://codelabs.developers.google.com/codelabs/vertex-psc-googleapis?hl=en,2 hours 25 minutes,"Updated September 8, 2023"
Vertex AI create a secure user-managed notebook,In this tutorial you’ll learn how configure a secure user-managed notebook,https://codelabs.developers.google.com/codelabs/vertex-notebook?hl=en,38 minutes,"Updated February 4, 2026"
Vertex AI online prediction baseline testing with HEY,In this tutorial you’ll learn how to perform baseline testing using HEY and prediction cloud monitoring metrics.,https://codelabs.developers.google.com/codelabs/vertex-prediction-baseline?hl=en,2 hours 5 minutes,"Updated August 24, 2023"
Vertex AI:Use custom prediction routines with Sklearn to pre process and post process data for predictions,In this codelab you’ll learn how to use custom prediction routines on Vertex AI to write custom preprocessing and postprocessing logic,https://codelabs.developers.google.com/codelabs/vertex-cpr-sklearn?hl=en,54 minutes,"Updated August 23, 2023"
Vibe-code a kids game with Gemini and publish with Firebase!,"In this codelab, you will learn how to vibe-code a game with Gemini, test it and finally deploy it via Firebase.",https://codelabs.developers.google.com/codelabs/gemini-games-firebase?hl=en,29 minutes,"Updated May 13, 2025"
ViewModel and State in Compose,"In this codelab, you learn how to use a ViewModel, one of the architecture components. You will implement a ViewModel to retain the app state during configuration changes.",https://developer.android.com/codelabs/basic-android-kotlin-compose-viewmodel-and-state?hl=en,,"Updated September 22, 2023"
Visual Blocks: Create custom nodes for your own code or APIs for faster prototyping,"In this codelab, you’ll learn how to write and define your own nodes capable of working in the Visual Blocks framework that leverage your custom code or call 3rd party APIs. These can compliment existing nodes in Visual Blocks allowing you to prototype faster than ever before for your next company project.",https://developers.google.com/codelabs/visual-blocks-custom-nodes?hl=en,1 hour 9 minutes,"Updated September 19, 2024"
Visualize data with Google Maps Platform and deck.gl,"This codelab teaches you how to create a high-volume geospatial data visualization using the Maps JavaScript API and deck.gl, an open-source, WebGL-accelerated, data-visualization framework. If you haven't used Google Maps Platform before, follow",https://developers.google.com/codelabs/maps-platform/maps-deck-gl?hl=en,,"Updated September 19, 2024"
VPC Service Controls - BigQuery Data Transfer Service Protection,"In this lab, we will learn how to protect BigQuery Data Transfer Service, using VPC Service Controls, while transferring data from Cloud Storage to a BigQuery dataset. We then protect Cloud Storage and repeat the process to transfer data from Cloud",https://codelabs.developers.google.com/codelabs/vpc-sc-bigquery-data-transfer?hl=en,41 minutes,"Updated February 4, 2026"
VPC Service Controls - BigQuery Protection Codelab I,"In this codelab, you will learn how to protect the BigQuery API using VPC Service Controls. The codelab starts with no API service protected by the service perimeter, allowing queries to be run on public datasets, and the results to be saved in a",https://codelabs.developers.google.com/codelabs/vpc-sc-bigquery?hl=en,42 minutes,"Updated February 4, 2026"
VPC Service Controls Basic Tutorial I,"In this lab, we will create a VPC Service Controls perimeter and use it to protect a project. We will then provoke a VPC Service Controls ingress violation and walk through the process of troubleshooting the denial. By the end of this lab, you will have a better understanding of how to use VPC Service Controls to protect your resources.",https://codelabs.developers.google.com/codelabs/vpc-sc-beginnerlab-1?hl=en,27 minutes,"Updated May 21, 2024"
VPC Service Controls Basic Tutorial II - Troubleshooting Egress Violation,"In this lab, we will create a VPC Service Controls perimeter and use it to protect a project. We will then provoke a VPC Service Controls egress violation and walk through the process of troubleshooting the denial by creating an egress rule. By the end of this lab, you will have a better understanding of how to use VPC Service Controls to protect your resources.",https://codelabs.developers.google.com/codelabs/vpc-sc-beginnerlab-2?hl=en,1 hour 15 minutes,"Updated June 27, 2024"
Wagtail on Cloud Run,"In this codelab, you’ll learn how to deploy Wagtail using serverless components: Cloud Run for the web engine, Cloud SQL for the database, and Cloud Build for the media assets.",https://codelabs.developers.google.com/codelabs/cloud-run-wagtail?hl=en,27 minutes,"Updated October 15, 2024"
Working with Preferences DataStore,"In this codelab, you’ll modify a sample app to incorporate Jetpack Preferences DataStore, a new and improved data store solution and replacement for SharedPreferences.",https://developer.android.com/codelabs/android-preferences-datastore?hl=en,27 minutes,"Updated January 4, 2024"
Working with Proto DataStore,"In this codelab, you’ll modify a sample app to incorporate Jetpack Proto DataStore, a new and improved data store solution and replacement for SharedPreferences.",https://developer.android.com/codelabs/android-proto-datastore?hl=en,34 minutes,"Updated September 22, 2023"
